prompt_id,question_id,is_correct
0,461,true
0,462,true
0,463,true
0,464,true
0,465,true
0,466,true
0,467,true
0,468,true
0,469,true
0,470,true
0,471,true
0,472,true
0,473,true
0,474,true
0,475,false
0,476,true
0,477,true
0,478,true
0,479,true
0,480,true
0,481,true
0,482,true
0,483,false
0,484,false
0,485,true
0,486,true
0,487,true
0,488,true
0,489,true
0,490,true
0,491,true
0,492,true
0,493,true
0,494,true
0,495,true
0,496,true
0,497,true
0,498,true
0,499,true
0,500,true
1,1,true
1,2,false
1,3,true
1,4,true
1,5,false
1,6,true
1,7,true
1,8,true
1,9,true
1,10,true
1,11,true
1,12,true
1,13,true
1,14,true
1,15,false
1,16,false
1,17,false
1,18,true
1,19,true
1,20,true
1,21,true
1,22,true
1,23,true
1,24,true
1,25,true
1,26,true
1,27,true
1,28,true
1,29,true
1,30,true
1,31,true
1,32,true
1,33,true
1,34,false
1,35,true
1,36,true
1,37,true
1,38,true
1,39,true
1,40,true
1,41,false
1,42,true
1,43,true
1,44,true
1,45,true
1,46,true
1,47,true
1,48,true
1,49,true
1,50,true
1,51,true
1,52,true
1,53,true
1,54,true
1,55,true
1,56,true
1,57,true
1,58,true
1,59,true
1,60,true
1,61,true
1,62,true
1,63,true
1,64,false
1,65,true
1,66,true
1,67,true
1,68,false
1,69,true
1,70,true
1,71,true
1,72,true
1,73,true
1,74,true
1,75,true
1,76,true
1,77,true
1,78,true
1,79,true
1,80,true
1,81,true
1,82,true
1,83,true
1,84,true
1,85,true
1,86,true
1,87,true
1,88,true
1,89,true
1,90,true
1,91,true
1,92,true
1,93,true
1,94,true
1,95,false
1,96,true
1,97,true
1,98,true
1,99,true
1,100,true
1,101,true
1,102,true
1,103,true
1,104,true
1,105,false
1,106,true
1,107,true
1,108,true
1,109,false
1,110,true
1,111,true
1,112,true
1,113,true
1,114,true
1,115,true
1,116,true
1,117,true
1,118,true
1,119,true
1,120,true
1,121,true
1,122,true
1,123,true
1,124,true
1,125,true
1,126,true
1,127,true
1,128,true
1,129,false
1,130,false
1,131,true
1,132,true
1,133,true
1,134,true
1,135,true
1,136,true
1,137,true
1,138,true
1,139,true
1,140,true
1,141,true
1,142,true
1,143,false
1,144,true
1,145,true
1,146,true
1,147,true
1,148,true
1,149,true
1,150,true
1,151,true
1,152,true
1,153,true
1,154,true
1,155,true
1,156,true
1,157,true
1,158,true
1,159,false
1,160,true
1,161,false
1,162,true
1,163,true
1,164,true
1,165,true
1,166,true
1,167,true
1,168,false
1,169,true
1,170,true
1,171,true
1,172,false
1,173,true
1,174,true
1,175,true
1,176,true
1,177,true
1,178,true
1,179,true
1,180,true
1,181,true
1,182,false
1,183,true
1,184,true
1,185,true
1,186,true
1,187,true
1,188,false
1,189,true
1,190,true
1,191,true
1,192,false
1,193,true
1,194,true
1,195,true
1,196,true
1,197,true
1,198,true
1,199,false
1,200,false
1,201,false
1,202,false
1,203,true
1,204,true
1,205,true
1,206,true
1,207,true
1,208,true
1,209,true
1,210,true
1,211,true
1,212,true
1,213,false
1,214,true
1,215,false
1,216,true
1,217,true
1,218,false
1,219,false
1,220,false
1,221,false
1,222,true
1,223,false
1,224,false
1,225,true
1,226,false
1,227,true
1,228,true
1,229,false
1,230,false
1,231,true
1,232,true
1,233,true
1,234,true
1,235,true
1,236,true
1,237,true
1,238,true
1,239,false
1,240,true
1,241,true
1,242,true
1,243,true
1,244,true
1,245,true
1,246,true
1,247,true
1,248,true
1,249,true
1,250,true
1,251,true
1,252,true
1,253,true
1,254,true
1,255,true
1,256,false
1,257,true
1,258,true
1,259,true
1,260,true
1,261,true
1,262,false
1,263,true
1,264,true
1,265,true
1,266,true
1,267,true
1,268,false
1,269,true
1,270,true
1,271,true
1,272,true
1,273,true
1,274,true
1,275,true
1,276,true
1,277,true
1,278,true
1,279,true
1,280,true
1,281,true
1,282,true
1,283,false
1,284,true
1,285,true
1,286,false
1,287,true
1,288,true
1,289,true
1,290,false
1,291,true
1,292,true
1,293,true
1,294,true
1,295,true
1,296,true
1,297,true
1,298,true
1,299,true
1,300,false
1,301,true
1,302,true
1,303,true
1,304,false
1,305,true
1,306,true
1,307,true
1,308,true
1,309,false
1,310,false
1,311,true
1,312,true
1,313,true
1,314,true
1,315,false
1,316,true
1,317,true
1,318,true
1,319,true
1,320,true
1,321,true
1,322,false
1,323,true
1,324,true
1,325,true
1,326,true
1,327,true
1,328,true
1,329,false
1,330,true
1,331,true
1,332,true
1,333,true
1,334,false
1,335,true
1,336,true
1,337,true
1,338,true
1,339,true
1,340,true
1,341,true
1,342,true
1,343,true
1,344,true
1,345,true
1,346,true
1,347,true
1,348,true
1,349,true
1,350,true
1,351,true
1,352,true
1,353,true
1,354,true
1,355,true
1,356,true
1,357,false
1,358,true
1,359,true
1,360,true
1,361,false
1,362,true
1,363,false
1,364,true
1,365,true
1,366,false
1,367,true
1,368,true
1,369,true
1,370,true
1,371,true
1,372,false
1,373,true
1,374,true
1,375,true
1,376,true
1,377,true
1,378,true
1,379,true
1,380,true
1,381,true
1,382,true
1,383,false
1,384,true
1,385,true
1,386,false
1,387,true
1,388,true
1,389,true
1,390,true
1,391,true
1,392,true
1,393,true
1,394,true
1,395,false
1,396,true
1,397,true
1,398,true
1,399,true
1,400,false
1,401,true
1,402,true
1,403,false
1,404,true
1,405,false
1,406,true
1,407,true
1,408,false
1,409,true
1,410,false
1,411,false
1,412,true
1,413,true
1,414,true
1,415,true
1,416,true
1,417,true
1,418,false
1,419,true
1,420,true
1,421,true
1,422,true
1,423,true
1,424,true
1,425,false
1,426,false
1,427,true
1,428,true
1,429,true
1,430,true
1,431,true
1,432,true
1,433,true
1,434,true
1,435,true
1,436,true
1,437,false
1,438,true
1,439,true
1,440,true
1,441,true
1,442,false
1,443,true
1,444,true
1,445,true
1,446,false
1,447,true
1,448,true
1,449,true
1,450,true
1,451,true
1,452,true
1,453,true
1,454,true
1,455,true
1,456,true
1,457,true
1,458,true
1,459,true
1,460,false
1,461,true
1,462,true
1,463,false
1,464,false
1,465,true
1,466,true
1,467,true
1,468,true
1,469,true
1,470,true
1,471,true
1,472,true
1,473,true
1,474,true
1,475,false
1,476,true
1,477,true
1,478,true
1,479,true
1,480,true
1,481,true
1,482,true
1,483,true
1,484,false
1,485,true
1,486,true
1,487,true
1,488,true
1,489,true
1,490,true
1,491,true
1,492,true
1,493,false
1,494,true
1,495,true
1,496,true
1,497,true
1,498,true
1,499,true
1,500,true
2,1,true
2,2,false
2,3,true
2,4,true
2,5,false
2,6,true
2,7,true
2,8,true
2,9,true
2,10,true
2,11,true
2,12,true
2,13,true
2,14,false
2,15,false
2,16,false
2,17,false
2,18,true
2,19,true
2,20,true
2,21,true
2,22,true
2,23,true
2,24,true
2,25,true
2,26,true
2,27,true
2,28,true
2,29,true
2,30,true
2,31,true
2,32,true
2,33,false
2,34,false
2,35,true
2,36,true
2,37,true
2,38,true
2,39,true
2,40,true
2,41,false
2,42,true
2,43,true
2,44,true
2,45,true
2,46,true
2,47,true
2,48,true
2,49,true
2,50,true
2,51,true
2,52,true
2,53,true
2,54,true
2,55,true
2,56,true
2,57,true
2,58,false
2,59,true
2,60,true
2,61,true
2,62,true
2,63,true
2,64,false
2,65,true
2,66,true
2,67,true
2,68,true
2,69,true
2,70,true
2,71,true
2,72,true
2,73,true
2,74,true
2,75,true
2,76,true
2,77,true
2,78,true
2,79,true
2,80,true
2,81,true
2,82,true
2,83,true
2,84,true
2,85,true
2,86,true
2,87,true
2,88,true
2,89,true
2,90,true
2,91,true
2,92,true
2,93,true
2,94,true
2,95,false
2,96,true
2,97,true
2,98,true
2,99,true
2,100,true
2,101,true
2,102,true
2,103,true
2,104,true
2,105,false
2,106,true
2,107,true
2,108,true
2,109,true
2,110,true
2,111,true
2,112,true
2,113,true
2,114,true
2,115,true
2,116,true
2,117,true
2,118,true
2,119,false
2,120,true
2,121,true
2,122,true
2,123,true
2,124,true
2,125,true
2,126,true
2,127,true
2,128,true
2,129,true
2,130,false
2,131,true
2,132,true
2,133,true
2,134,true
2,135,true
2,136,true
2,137,true
2,138,true
2,139,true
2,140,true
2,141,true
2,142,true
2,143,true
2,144,false
2,145,true
2,146,true
2,147,true
2,148,true
2,149,true
2,150,true
2,151,true
2,152,true
2,153,true
2,154,true
2,155,true
2,156,true
2,157,true
2,158,true
2,159,false
2,160,true
2,161,false
2,162,true
2,163,true
2,164,true
2,165,true
2,166,true
2,167,true
2,168,false
2,169,true
2,170,true
2,171,true
2,172,false
2,173,true
2,174,true
2,175,true
2,176,true
2,177,true
2,178,true
2,179,true
2,180,true
2,181,true
2,182,false
2,183,false
2,184,true
2,185,true
2,186,true
2,187,true
2,188,false
2,189,true
2,190,true
2,191,true
2,192,false
2,193,true
2,194,true
2,195,true
2,196,true
2,197,true
2,198,true
2,199,false
2,200,false
2,201,false
2,202,false
2,203,true
2,204,true
2,205,true
2,206,true
2,207,true
2,208,true
2,209,true
2,210,true
2,211,true
2,212,true
2,213,false
2,214,true
2,215,false
2,216,true
2,217,true
2,218,false
2,219,false
2,220,false
2,221,false
2,222,true
2,223,false
2,224,false
2,225,true
2,226,true
2,227,true
2,228,true
2,229,false
2,230,false
2,231,true
2,232,true
2,233,true
2,234,true
2,235,true
2,236,true
2,237,true
2,238,true
2,239,false
2,240,true
2,241,true
2,242,true
2,243,true
2,244,true
2,245,true
2,246,true
2,247,true
2,248,false
2,249,true
2,250,true
2,251,true
2,252,true
2,253,true
2,254,true
2,255,true
2,256,false
2,257,true
2,258,true
2,259,true
2,260,true
2,261,true
2,262,true
2,263,true
2,264,true
2,265,true
2,266,true
2,267,true
2,268,false
2,269,true
2,270,false
2,271,true
2,272,true
2,273,true
2,274,true
2,275,true
2,276,true
2,277,true
2,278,true
2,279,true
2,280,true
2,281,true
2,282,true
2,283,false
2,284,true
2,285,false
2,286,false
2,287,true
2,288,true
2,289,true
2,290,false
2,291,true
2,292,true
2,293,true
2,294,true
2,295,true
2,296,true
2,297,true
2,298,true
2,299,false
2,300,false
2,301,true
2,302,true
2,303,true
2,304,true
2,305,true
2,306,false
2,307,true
2,308,true
2,309,false
2,310,false
2,311,true
2,312,true
2,313,true
2,314,true
2,315,true
2,316,true
2,317,true
2,318,true
2,319,true
2,320,true
2,321,true
2,322,false
2,323,true
2,324,true
2,325,true
2,326,true
2,327,true
2,328,true
2,329,false
2,330,true
2,331,true
2,332,true
2,333,true
2,334,true
2,335,true
2,336,false
2,337,true
2,338,true
2,339,true
2,340,true
2,341,false
2,342,false
2,343,true
2,344,true
2,345,true
2,346,false
2,347,true
2,348,true
2,349,true
2,350,true
2,351,true
2,352,true
2,353,true
2,354,true
2,355,true
2,356,true
2,357,false
2,358,true
2,359,true
2,360,true
2,361,true
2,362,true
2,363,true
2,364,true
2,365,true
2,366,true
2,367,true
2,368,true
2,369,true
2,370,true
2,371,true
2,372,false
2,373,true
2,374,true
2,375,true
2,376,true
2,377,true
2,378,true
2,379,true
2,380,true
2,381,true
2,382,true
2,383,true
2,384,true
2,385,true
2,386,false
2,387,true
2,388,true
2,389,true
2,390,true
2,391,false
2,392,true
2,393,true
2,394,true
2,395,false
2,396,true
2,397,true
2,398,true
2,399,true
2,400,false
2,401,true
2,402,true
2,403,false
2,404,true
2,405,false
2,406,false
2,407,false
2,408,false
2,409,true
2,410,false
2,411,false
2,412,true
2,413,true
2,414,true
2,415,true
2,416,true
2,417,true
2,418,false
2,419,true
2,420,true
2,421,true
2,422,true
2,423,true
2,424,true
2,425,false
2,426,true
2,427,true
2,428,true
2,429,false
2,430,true
2,431,true
2,432,true
2,433,true
2,434,true
2,435,true
2,436,true
2,437,false
2,438,false
2,439,true
2,440,true
2,441,true
2,442,true
2,443,true
2,444,true
2,445,true
2,446,false
2,447,true
2,448,true
2,449,true
2,450,true
2,451,true
2,452,true
2,453,true
2,454,true
2,455,true
2,456,false
2,457,true
2,458,true
2,459,true
2,460,false
2,461,true
2,462,true
2,463,false
2,464,false
2,465,true
2,466,true
2,467,true
2,468,true
2,469,true
2,470,true
2,471,true
2,472,true
2,473,true
2,474,false
2,475,false
2,476,true
2,477,true
2,478,true
2,479,true
2,480,true
2,481,true
2,482,true
2,483,true
2,484,true
2,485,true
2,486,true
2,487,false
2,488,false
2,489,true
2,490,true
2,491,true
2,492,true
2,493,true
2,494,true
2,495,true
2,496,true
2,497,true
2,498,true
2,499,true
2,500,false
3,1,true
3,2,false
3,3,true
3,4,true
3,5,false
3,6,true
3,7,true
3,8,true
3,9,true
3,10,true
3,11,true
3,12,false
3,13,true
3,14,false
3,15,false
3,16,false
3,17,true
3,18,true
3,19,true
3,20,true
3,21,true
3,22,true
3,23,true
3,24,true
3,25,true
3,26,true
3,27,true
3,28,true
3,29,true
3,30,true
3,31,true
3,32,true
3,33,true
3,34,false
3,35,true
3,36,true
3,37,true
3,38,true
3,39,false
3,40,true
3,41,true
3,42,true
3,43,true
3,44,true
3,45,true
3,46,true
3,47,true
3,48,true
3,49,true
3,50,true
3,51,true
3,52,true
3,53,true
3,54,true
3,55,true
3,56,true
3,57,true
3,58,false
3,59,true
3,60,false
3,61,true
3,62,true
3,63,true
3,64,false
3,65,true
3,66,true
3,67,true
3,68,false
3,69,true
3,70,true
3,71,true
3,72,true
3,73,true
3,74,true
3,75,true
3,76,true
3,77,true
3,78,true
3,79,true
3,80,true
3,81,true
3,82,true
3,83,true
3,84,true
3,85,true
3,86,true
3,87,true
3,88,true
3,89,true
3,90,true
3,91,true
3,92,true
3,93,true
3,94,true
3,95,false
3,96,true
3,97,true
3,98,true
3,99,false
3,100,true
3,101,true
3,102,true
3,103,true
3,104,true
3,105,false
3,106,true
3,107,true
3,108,true
3,109,false
3,110,true
3,111,true
3,112,true
3,113,true
3,114,true
3,115,true
3,116,true
3,117,true
3,118,true
3,119,true
3,120,true
3,121,true
3,122,true
3,123,true
3,124,true
3,125,true
3,126,true
3,127,true
3,128,true
3,129,true
3,130,false
3,131,true
3,132,true
3,133,true
3,134,true
3,135,true
3,136,true
3,137,true
3,138,true
3,139,false
3,140,true
3,141,true
3,142,true
3,143,true
3,144,true
3,145,true
3,146,true
3,147,true
3,148,true
3,149,true
3,150,true
3,151,true
3,152,true
3,153,true
3,154,true
3,155,true
3,156,true
3,157,true
3,158,true
3,159,false
3,160,true
3,161,true
3,162,true
3,163,true
3,164,true
3,165,true
3,166,true
3,167,true
3,168,false
3,169,true
3,170,true
3,171,true
3,172,true
3,173,true
3,174,true
3,175,true
3,176,true
3,177,true
3,178,true
3,179,true
3,180,true
3,181,true
3,182,false
3,183,true
3,184,true
3,185,true
3,186,true
3,187,true
3,188,true
3,189,true
3,190,true
3,191,true
3,192,false
3,193,true
3,194,true
3,195,true
3,196,true
3,197,true
3,198,true
3,199,true
3,200,false
3,201,false
3,202,false
3,203,true
3,204,true
3,205,true
3,206,true
3,207,true
3,208,true
3,209,true
3,210,true
3,211,true
3,212,true
3,213,false
3,214,true
3,215,true
3,216,true
3,217,true
3,218,false
3,219,false
3,220,false
3,221,false
3,222,true
3,223,false
3,224,false
3,225,true
3,226,true
3,227,true
3,228,true
3,229,false
3,230,false
3,231,true
3,232,true
3,233,false
3,234,true
3,235,true
3,236,true
3,237,true
3,238,true
3,239,false
3,240,true
3,241,true
3,242,true
3,243,true
3,244,true
3,245,false
3,246,true
3,247,true
3,248,true
3,249,true
3,250,true
3,251,true
3,252,true
3,253,true
3,254,true
3,255,true
3,256,true
3,257,true
3,258,true
3,259,true
3,260,true
3,261,true
3,262,true
3,263,true
3,264,true
3,265,false
3,266,true
3,267,true
3,268,false
3,269,true
3,270,true
3,271,true
3,272,true
3,273,true
3,274,true
3,275,true
3,276,true
3,277,true
3,278,true
3,279,true
3,280,true
3,281,true
3,282,true
3,283,false
3,284,true
3,285,false
3,286,false
3,287,true
3,288,true
3,289,true
3,290,false
3,291,true
3,292,true
3,293,true
3,294,true
3,295,true
3,296,true
3,297,true
3,298,true
3,299,false
3,300,false
3,301,true
3,302,true
3,303,true
3,304,true
3,305,true
3,306,false
3,307,true
3,308,true
3,309,false
3,310,true
3,311,true
3,312,true
3,313,true
3,314,true
3,315,false
3,316,true
3,317,true
3,318,true
3,319,true
3,320,true
3,321,true
3,322,false
3,323,true
3,324,true
3,325,true
3,326,true
3,327,true
3,328,true
3,329,true
3,330,true
3,331,true
3,332,true
3,333,true
3,334,true
3,335,true
3,336,true
3,337,true
3,338,true
3,339,false
3,340,true
3,341,true
3,342,true
3,343,true
3,344,true
3,345,true
3,346,true
3,347,true
3,348,true
3,349,true
3,350,true
3,351,true
3,352,true
3,353,true
3,354,true
3,355,true
3,356,true
3,357,false
3,358,true
3,359,true
3,360,true
3,361,true
3,362,true
3,363,true
3,364,true
3,365,true
3,366,false
3,367,true
3,368,false
3,369,true
3,370,true
3,371,true
3,372,false
3,373,true
3,374,true
3,375,true
3,376,true
3,377,true
3,378,true
3,379,true
3,380,true
3,381,true
3,382,true
3,383,false
3,384,true
3,385,true
3,386,false
3,387,true
3,388,true
3,389,true
3,390,true
3,391,true
3,392,true
3,393,true
3,394,true
3,395,false
3,396,true
3,397,true
3,398,true
3,399,true
3,400,false
3,401,true
3,402,true
3,403,false
3,404,true
3,405,false
3,406,false
3,407,true
3,408,false
3,409,true
3,410,false
3,411,false
3,412,true
3,413,true
3,414,true
3,415,true
3,416,true
3,417,true
3,418,false
3,419,true
3,420,true
3,421,true
3,422,true
3,423,true
3,424,true
3,425,false
3,426,true
3,427,true
3,428,true
3,429,true
3,430,true
3,431,true
3,432,true
3,433,true
3,434,true
3,435,true
3,436,true
3,437,false
3,438,true
3,439,true
3,440,true
3,441,true
3,442,true
3,443,true
3,444,true
3,445,true
3,446,false
3,447,true
3,448,true
3,449,true
3,450,true
3,451,true
3,452,true
3,453,true
3,454,true
3,455,true
3,456,true
3,457,true
3,458,true
3,459,true
3,460,false
3,461,true
3,462,true
3,463,true
3,464,false
3,465,true
3,466,false
3,467,true
3,468,true
3,469,true
3,470,true
3,471,true
3,472,true
3,473,true
3,474,true
3,475,false
3,476,true
3,477,true
3,478,true
3,479,true
3,480,true
3,481,true
3,482,true
3,483,true
3,484,false
3,485,true
3,486,true
3,487,false
3,488,false
3,489,true
3,490,true
3,491,true
3,492,true
3,493,true
3,494,true
3,495,true
3,496,true
3,497,true
3,498,true
3,499,true
3,500,true
4,1,true
4,2,false
4,3,true
4,4,true
4,5,false
4,6,true
4,7,true
4,8,true
4,9,true
4,10,false
4,11,true
4,12,true
4,13,true
4,14,false
4,15,false
4,16,false
4,17,true
4,18,true
4,19,true
4,20,true
4,21,true
4,22,true
4,23,true
4,24,true
4,25,true
4,26,false
4,27,true
4,28,true
4,29,true
4,30,false
4,31,true
4,32,true
4,33,true
4,34,false
4,35,true
4,36,true
4,37,true
4,38,true
4,39,false
4,40,true
4,41,false
4,42,true
4,43,true
4,44,true
4,45,true
4,46,true
4,47,true
4,48,true
4,49,true
4,50,true
4,51,false
4,52,true
4,53,true
4,54,true
4,55,true
4,56,true
4,57,true
4,58,false
4,59,true
4,60,false
4,61,true
4,62,true
4,63,true
4,64,false
4,65,true
4,66,true
4,67,true
4,68,false
4,69,true
4,70,true
4,71,true
4,72,true
4,73,true
4,74,true
4,75,true
4,76,true
4,77,true
4,78,true
4,79,true
4,80,true
4,81,true
4,82,true
4,83,true
4,84,true
4,85,true
4,86,true
4,87,true
4,88,true
4,89,true
4,90,true
4,91,true
4,92,true
4,93,true
4,94,true
4,95,false
4,96,true
4,97,true
4,98,true
4,99,true
4,100,true
4,101,true
4,102,true
4,103,true
4,104,false
4,105,false
4,106,true
4,107,true
4,108,true
4,109,false
4,110,true
4,111,true
4,112,true
4,113,true
4,114,true
4,115,true
4,116,true
4,117,true
4,118,true
4,119,false
4,120,true
4,121,true
4,122,true
4,123,true
4,124,true
4,125,true
4,126,false
4,127,true
4,128,true
4,129,true
4,130,false
4,131,true
4,132,true
4,133,false
4,134,true
4,135,true
4,136,true
4,137,true
4,138,true
4,139,true
4,140,true
4,141,true
4,142,true
4,143,false
4,144,true
4,145,true
4,146,true
4,147,true
4,148,true
4,149,true
4,150,true
4,151,true
4,152,true
4,153,true
4,154,true
4,155,true
4,156,true
4,157,true
4,158,true
4,159,false
4,160,true
4,161,false
4,162,true
4,163,true
4,164,true
4,165,true
4,166,true
4,167,true
4,168,false
4,169,true
4,170,true
4,171,true
4,172,false
4,173,true
4,174,true
4,175,true
4,176,true
4,177,true
4,178,true
4,179,true
4,180,true
4,181,true
4,182,false
4,183,true
4,184,true
4,185,true
4,186,true
4,187,true
4,188,false
4,189,true
4,190,true
4,191,true
4,192,false
4,193,true
4,194,true
4,195,true
4,196,true
4,197,true
4,198,true
4,199,false
4,200,false
4,201,false
4,202,false
4,203,true
4,204,true
4,205,true
4,206,true
4,207,true
4,208,true
4,209,true
4,210,true
4,211,true
4,212,true
4,213,false
4,214,true
4,215,false
4,216,true
4,217,true
4,218,false
4,219,false
4,220,false
4,221,false
4,222,true
4,223,false
4,224,false
4,225,true
4,226,true
4,227,true
4,228,true
4,229,false
4,230,false
4,231,true
4,232,true
4,233,true
4,234,true
4,235,true
4,236,false
4,237,true
4,238,true
4,239,false
4,240,true
4,241,true
4,242,true
4,243,true
4,244,true
4,245,true
4,246,true
4,247,true
4,248,true
4,249,true
4,250,true
4,251,true
4,252,true
4,253,false
4,254,true
4,255,true
4,256,false
4,257,true
4,258,true
4,259,true
4,260,true
4,261,true
4,262,true
4,263,true
4,264,true
4,265,false
4,266,true
4,267,true
4,268,false
4,269,true
4,270,false
4,271,true
4,272,false
4,273,true
4,274,true
4,275,true
4,276,true
4,277,true
4,278,false
4,279,true
4,280,true
4,281,true
4,282,true
4,283,false
4,284,true
4,285,true
4,286,false
4,287,false
4,288,true
4,289,true
4,290,false
4,291,true
4,292,true
4,293,true
4,294,true
4,295,true
4,296,true
4,297,true
4,298,true
4,299,true
4,300,false
4,301,true
4,302,true
4,303,true
4,304,true
4,305,true
4,306,false
4,307,true
4,308,true
4,309,false
4,310,false
4,311,true
4,312,true
4,313,true
4,314,true
4,315,false
4,316,true
4,317,true
4,318,true
4,319,true
4,320,true
4,321,true
4,322,false
4,323,true
4,324,true
4,325,true
4,326,true
4,327,true
4,328,true
